Combination,SVM Accuracy,SVM AUC,KNN Accuracy,KNN AUC,Random Forest Accuracy,Random Forest AUC,Logistic Regression Accuracy,Logistic Regression AUC,XGB Accuracy,XGB AUC
Mood_AEI_Theta_PSD,0.833333333333333,0.605555555555556,0.75,0.597222222222222,0.777777777777778,0.311111111111111,0.833333333333333,0.5,0.861111111111111,0.766666666666667
Mood_AEI_Theta_PSDPCA,0.916666666666667,0.983333333333333,0.916666666666667,0.972222222222222,0.888888888888889,0.941666666666667,0.916666666666667,0.977777777777778,0.861111111111111,0.872222222222222
Mood_AEI_Alpha_PSD,0.833333333333333,0.511111111111111,0.75,0.333333333333333,0.833333333333333,0.566666666666667,0.805555555555556,0.422222222222222,0.833333333333333,0.447222222222222
Mood_AEI_Alpha_PSDPCA,0.833333333333333,0.933333333333333,0.75,0.675,0.777777777777778,0.797222222222222,0.833333333333333,0.894444444444445,0.805555555555556,0.708333333333333
Mood_AEI_Beta_PSD,0.833333333333333,0.638888888888889,0.75,0.330555555555556,0.75,0.577777777777778,0.722222222222222,0.533333333333333,0.833333333333333,0.347222222222222
Mood_AEI_Beta_PSDPCA,0.916666666666667,0.977777777777778,0.888888888888889,0.952777777777778,0.916666666666667,0.977777777777778,0.944444444444444,0.977777777777778,0.944444444444444,0.966666666666667
Mood_AEI_HighBeta_PSD,0.833333333333333,0.527777777777778,0.722222222222222,0.133333333333333,0.722222222222222,0.422222222222222,0.805555555555556,0.505555555555556,0.833333333333333,0.275
Mood_AEI_HighBeta_PSDPCA,0.944444444444444,0.972222222222222,0.805555555555556,0.913888888888889,0.972222222222222,0.966666666666667,0.944444444444444,0.972222222222222,0.916666666666667,0.961111111111111
Mood_AEI_Gamma_PSD,0.833333333333333,0.477777777777778,0.722222222222222,0.355555555555556,0.805555555555556,0.505555555555556,0.777777777777778,0.455555555555556,0.833333333333333,0.636111111111111
Mood_AEI_Gamma_PSDPCA,0.916666666666667,0.961111111111111,0.861111111111111,0.95,0.888888888888889,0.925,0.916666666666667,0.955555555555556,0.944444444444444,0.95
Mood_AEI_All_PSD,0.722222222222222,0.4,0.805555555555556,0.613888888888889,0.75,0.472222222222222,0.777777777777778,0.561111111111111,0.833333333333333,0.683333333333333
Mood_AEI_All_PSDPCA,0.861111111111111,0.922222222222222,0.805555555555556,0.791666666666667,0.861111111111111,0.744444444444445,0.861111111111111,0.927777777777778,0.833333333333333,0.944444444444444
